danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dance_style
0.102,0.841,-24.836,0.0356,0.888,0.984,0.11,0.0538,178.551,Ballet
0.687,0.817,-4.513,0.0791,0.319,1.66e-06,0.184,0.753,111.053,Breaking
0.495,0.545,-5.76,0.118,0.228,2.17e-06,0.254,0.398,77.572,Breaking
0.755,0.758,-4.279,0.0716,0.0215,0.0,0.109,0.394,125.927,K-Pop
0.898,0.744,-4.524,0.0931,0.000253,0.0,0.268,0.299,147.991,Hip Hop
0.68,0.921,-3.138,0.0459,0.201,0.0,0.314,0.697,125.464,K-Pop
0.555,0.945,-1.934,0.127,0.0453,0.0,0.244,0.389,160.006,K-Pop
0.427,0.851,-3.835,0.039,0.0202,0.877,0.122,0.0974,174.03,Breaking
0.793,0.485,-13.639,0.0415,0.659,0.0018,0.317,0.92,95.101,Salsa
0.635,0.947,-1.919,0.123,0.0233,0.0541,0.126,0.593,155.01,Breaking
0.808,0.811,-3.856,0.0448,0.163,0.0,0.148,0.753,95.982,Hip Hop
0.5,0.0981,-13.88,0.0412,0.926,0.000938,0.115,0.324,148.376,Contemporary
0.808,0.331,-13.345,0.0401,0.612,0.894,0.103,0.305,119.937,K-Pop
0.332,0.101,-23.391,0.0406,0.985,0.947,0.107,0.185,129.317,Ballet
0.551,0.863,-3.394,0.207,0.0516,2.56e-06,0.189,0.796,169.839,Breaking
0.564,0.227,-14.668,0.0407,0.963,0.000824,0.0601,0.222,124.824,Ballet
0.461,0.39,-10.973,0.0385,0.577,7.04e-06,0.12,0.498,172.044,K-Pop
0.49,0.231,-13.968,0.0265,0.607,0.0,0.0859,0.0904,103.958,Ballet
0.709,0.784,-3.182,0.1,0.23,0.0,0.147,0.584,97.007,Breaking
0.651,0.244,-11.925,0.0544,0.856,0.00165,0.0895,0.395,149.759,Contemporary
0.735,0.866,-4.345,0.122,0.256,0.0,0.336,0.8,115.984,Salsa
0.648,0.751,-7.795,0.0276,0.185,0.000204,0.766,0.559,113.927,Salsa
0.614,0.157,-12.901,0.0375,0.981,8.08e-05,0.0922,0.506,125.755,Contemporary
0.437,0.916,-4.109,0.0393,0.0264,0.449,0.288,0.564,174.054,Breaking
0.561,0.901,-9.347,0.0356,0.00189,0.906,0.0905,0.144,124.011,Breaking
0.476,0.48,-4.762,0.032,0.907,0.00217,0.121,0.573,117.494,Salsa
0.392,0.912,-4.483,0.165,0.0244,0.0,0.111,0.284,173.499,Breaking
0.654,0.707,-5.103,0.0326,0.263,0.0,0.0736,0.7,126.038,Hip Hop
0.758,0.664,-7.436,0.157,0.377,5.1e-06,0.219,0.308,146.968,Contemporary
0.616,0.219,-9.327,0.0306,0.798,0.0,0.141,0.251,123.131,Salsa
0.626,0.958,-3.676,0.0649,0.031,5.82e-06,0.132,0.582,155.047,Breaking
0.594,0.522,-9.532,0.0433,0.888,0.000691,0.11,0.556,79.995,Contemporary
0.445,0.72,-6.946,0.0502,0.000307,1.61e-05,0.105,0.155,172.14,Contemporary
0.798,0.234,-10.699,0.0317,0.875,0.000626,0.134,0.403,103.152,K-Pop
0.669,0.81,-6.854,0.0341,0.408,8.58e-06,0.0614,0.966,111.58,Hip Hop
0.533,0.948,-5.977,0.0392,0.0011,0.896,0.128,0.354,125.016,Breaking
0.608,0.757,-6.945,0.164,0.259,0.00216,0.259,0.625,124.078,Hip Hop
0.737,0.86,-2.652,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,Hip Hop
0.566,0.641,-7.107,0.0316,0.00465,0.48,0.188,0.142,127.997,Breaking
0.758,0.584,-11.259,0.0593,0.00914,0.853,0.0901,0.0352,122.994,Breaking
0.589,0.365,-14.291,0.0284,0.874,0.905,0.101,0.192,110.023,K-Pop
0.44,0.269,-10.769,0.0262,0.914,0.261,0.132,0.138,103.877,Contemporary
0.762,0.841,-7.631,0.0927,0.000418,0.781,0.166,0.266,134.986,Breaking
0.492,0.145,-14.504,0.0422,0.872,9.68e-06,0.107,0.218,90.078,Contemporary
0.601,0.656,-2.692,0.0403,0.11,0.0148,0.103,0.342,60.161,Hip Hop
0.599,0.891,-3.242,0.116,0.562,0.0,0.322,0.694,93.029,K-Pop
0.218,0.353,-8.221,0.0325,0.904,0.000106,0.135,0.0752,148.493,Ballet
0.768,0.576,-12.326,0.0755,0.00705,0.000442,0.0735,0.248,108.078,Contemporary
0.709,0.789,-3.96,0.0506,0.0261,0.23,0.0789,0.692,178.024,Ballet
0.561,0.445,-16.71,0.0579,0.784,0.87,0.0918,0.0519,125.695,Ballet
0.385,0.285,-19.837,0.0583,0.966,0.937,0.111,0.267,137.2,Ballet
0.649,0.458,-7.632,0.0446,0.574,0.0,0.113,0.748,180.071,Contemporary
0.707,0.866,-4.097,0.0707,0.0772,0.000698,0.0841,0.277,95.932,Breaking
0.746,0.69,-7.956,0.164,0.247,0.0,0.101,0.497,89.979,Hip Hop
0.638,0.384,-7.193,0.047,0.926,0.341,0.44,0.766,99.967,Ballet
0.615,0.253,-10.067,0.0673,0.986,0.0,0.398,0.5,116.031,Salsa
0.4,0.405,-16.459,0.0303,0.735,0.808,0.116,0.0955,171.966,K-Pop
0.33,0.905,-5.047,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142,Hip Hop
0.428,0.577,-5.629,0.0912,0.842,0.0,0.0954,0.244,159.796,Hip Hop
0.723,0.634,-5.415,0.0542,0.0892,0.0,0.0787,0.582,129.017,K-Pop
0.598,0.967,-3.756,0.0748,0.0939,0.0,0.364,0.516,130.026,K-Pop
0.655,0.589,-6.879,0.0659,0.491,0.029,0.0979,0.186,179.956,Breaking
0.791,0.586,-6.343,0.147,0.181,0.0,0.105,0.643,93.505,Hip Hop
0.616,0.901,-4.125,0.081,0.0119,0.577,0.133,0.248,140.026,Breaking
0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891,Contemporary
0.23,0.266,-13.933,0.0353,0.851,0.531,0.0642,0.197,142.48,Ballet
0.689,0.938,-3.259,0.0586,0.000622,0.00836,0.0921,0.163,130.034,Breaking
0.253,0.405,-10.257,0.035,0.146,0.824,0.142,0.303,188.31,Ballet
0.602,0.758,-9.416,0.0324,0.25,3.93e-05,0.209,0.788,141.108,Contemporary
0.662,0.587,-9.332,0.0445,0.756,0.0,0.307,0.764,118.453,K-Pop
0.392,0.514,-10.452,0.0287,0.00404,0.00108,0.156,0.556,98.844,Contemporary
0.621,0.585,-10.246,0.0369,0.269,0.000609,0.264,0.351,99.984,Contemporary
0.961,0.877,-5.38,0.151,0.00166,1.54e-05,0.275,0.365,117.507,Breaking
0.614,0.886,-2.476,0.0608,0.185,6.35e-06,0.0959,0.817,154.949,Contemporary
0.761,0.978,-9.163,0.0566,0.000386,0.894,0.0498,0.571,123.148,Breaking
0.701,0.805,-5.584,0.0272,0.106,0.0,0.0581,0.696,130.406,Contemporary
0.572,0.541,-6.45,0.0245,0.759,0.0,0.111,0.266,87.01,Contemporary
0.406,0.818,-3.977,0.119,0.0885,0.0,0.308,0.632,179.846,Contemporary
0.384,0.367,-10.685,0.0305,0.757,0.0,0.461,0.237,64.807,Salsa
0.683,0.661,-6.636,0.03,0.193,0.0,0.564,0.701,131.99,Salsa
0.79,0.973,0.082,0.147,0.03,1.92e-05,0.262,0.759,87.474,Breaking
0.447,0.934,-1.998,0.066,0.00422,0.0,0.337,0.356,94.983,K-Pop
0.737,0.589,-6.345,0.0291,0.762,0.0,0.343,0.745,99.957,K-Pop
0.443,0.893,-3.496,0.154,0.128,0.0,0.328,0.826,127.999,K-Pop
0.604,0.778,-4.439,0.0483,0.503,0.0,0.358,0.794,76.056,Salsa
0.721,0.528,-6.828,0.0409,0.0611,0.0,0.0608,0.571,95.99,K-Pop
0.812,0.791,-7.221,0.0361,0.357,0.0,0.173,0.851,100.095,Salsa
0.581,0.624,-8.346,0.0777,0.0987,0.0,0.0411,0.637,139.714,Contemporary
0.796,0.55,-13.184,0.0684,0.372,0.759,0.0885,0.643,109.985,Breaking
0.764,0.122,-20.667,0.0416,0.965,0.918,0.0981,0.159,140.065,K-Pop
0.829,0.765,-13.297,0.0551,0.588,0.015,0.0642,0.927,110.416,Salsa
0.658,0.679,-8.606,0.0361,0.0207,3.15e-06,0.198,0.42,94.489,Contemporary
0.689,0.598,-8.748,0.0848,0.00307,0.773,0.0968,0.407,124.0,Breaking
0.423,0.423,-7.146,0.0539,0.968,3.19e-06,0.12,0.304,144.14,Ballet
0.703,0.64,-3.45,0.0381,0.354,0.0,0.0586,0.908,120.003,Breaking
0.312,0.0268,-26.537,0.0369,0.994,0.885,0.107,0.188,68.524,Ballet
0.707,0.941,-2.606,0.041,0.0173,3.65e-05,0.134,0.337,99.013,Hip Hop
0.756,0.538,-6.625,0.0485,0.654,0.0,0.172,0.516,92.023,Contemporary
0.498,0.745,-6.537,0.0351,0.000167,0.000136,0.0681,0.346,125.014,Ballet
0.676,0.726,-4.117,0.0494,0.663,6.66e-05,0.0621,0.981,148.091,Hip Hop
0.799,0.638,-15.963,0.0583,5.67e-05,0.922,0.0638,0.627,127.862,Breaking
0.389,0.431,-8.061,0.0344,0.249,0.0,0.13,0.275,142.14,Contemporary
0.5,0.485,-7.94,0.0422,0.633,1.26e-06,0.107,0.379,109.755,Contemporary
0.38,0.496,-7.523,0.0319,0.753,0.0,0.184,0.334,133.734,Ballet
0.658,0.725,-4.604,0.0321,0.0292,0.000107,0.163,0.368,128.117,Salsa
0.67,0.626,-11.818,0.0316,0.285,0.0,0.126,0.781,136.167,Contemporary
0.0691,0.667,-22.244,0.196,0.0136,0.919,0.44,0.0264,79.184,Ballet
0.562,0.36,-11.11,0.0306,0.616,0.0,0.383,0.393,72.173,K-Pop
0.628,0.64,-4.164,0.0491,0.0992,0.0,0.138,0.409,129.815,K-Pop
0.691,0.806,-8.286,0.0633,0.0729,0.00452,0.102,0.958,76.992,K-Pop
0.746,0.856,-6.701,0.0497,0.0169,4.68e-06,0.069,0.625,172.11,Salsa
0.655,0.866,-2.535,0.0438,0.0376,0.639,0.0968,0.532,174.122,Breaking
0.727,0.833,-5.553,0.0372,0.000281,0.674,0.267,0.844,119.97,K-Pop
0.731,0.988,-5.174,0.122,0.00251,0.799,0.0883,0.155,125.993,Breaking
0.595,0.557,-11.903,0.0912,0.351,0.81,0.0468,0.396,179.798,Hip Hop
0.671,0.829,-6.777,0.0404,0.0228,1.43e-05,0.231,0.674,92.027,Salsa
0.567,0.975,-0.357,0.139,0.00146,0.424,0.0382,0.75,172.991,Breaking
0.623,0.698,-5.808,0.0271,0.0244,0.000168,0.355,0.502,143.318,Breaking
0.769,0.374,-13.544,0.0912,0.59,0.258,0.385,0.282,100.029,Breaking
0.489,0.387,-11.834,0.0341,0.587,4.1e-05,0.121,0.42,172.135,Contemporary
0.394,0.249,-10.484,0.0396,0.927,0.0,0.115,0.329,79.549,Contemporary
0.587,0.319,-7.479,0.0517,0.816,0.0,0.101,0.26,75.279,Contemporary
0.58,0.637,-10.281,0.0434,0.206,0.139,0.128,0.304,81.981,Ballet
0.414,0.993,-5.047,0.0588,0.01,0.841,0.266,0.165,138.0,Breaking
0.744,0.631,-9.586,0.0443,0.517,0.0,0.159,0.453,132.063,Salsa
0.522,0.074,-23.625,0.0598,0.929,0.765,0.108,0.342,135.298,Contemporary
0.6,0.507,-8.982,0.0408,0.664,0.0,0.111,0.609,85.166,Salsa
0.363,0.195,-16.69,0.0443,0.989,0.00489,0.201,0.268,79.148,Ballet
0.117,0.17,-16.808,0.042,0.74,0.000555,0.0587,0.05,172.963,Ballet
0.541,0.734,-5.493,0.165,0.422,0.0,0.535,0.628,91.991,Salsa
0.612,0.829,-4.225,0.0583,0.0606,0.0,0.38,0.694,94.961,Hip Hop
0.456,0.972,-1.75,0.0755,0.0201,0.00245,0.303,0.488,160.059,K-Pop
0.859,0.553,-5.726,0.0456,0.628,0.00011,0.109,0.338,122.048,Salsa
0.783,0.432,-12.045,0.0665,0.835,0.836,0.264,0.721,91.864,Salsa
0.699,0.556,-14.838,0.0403,0.141,0.901,0.0666,0.811,124.997,Breaking
0.358,0.92,-5.612,0.187,0.526,0.0,0.316,0.707,136.915,Salsa
0.484,0.416,-11.415,0.03,0.547,0.00284,0.133,0.522,179.451,K-Pop
0.588,0.841,-5.138,0.0932,0.026,0.0,0.33,0.871,134.577,K-Pop
0.608,0.553,-3.493,0.0271,0.393,0.0,0.153,0.541,143.993,Hip Hop
0.858,0.89,-4.363,0.0443,0.00113,0.872,0.604,0.816,123.994,Breaking
0.061,0.000242,-22.933,0.169,7.69e-06,0.854,0.321,0.0,75.268,Ballet
0.457,0.922,-2.974,0.0557,0.0332,0.00342,0.293,0.139,173.067,K-Pop
0.29,0.177,-15.928,0.0364,0.896,0.944,0.114,0.0706,115.306,Ballet
0.748,0.728,-6.18,0.156,0.382,0.0,0.198,0.635,100.049,Hip Hop
0.423,0.565,-8.976,0.0368,0.244,2.79e-06,0.15,0.174,139.946,Salsa
0.834,0.489,-8.425,0.0917,0.949,0.124,0.132,0.626,79.956,Ballet
0.513,0.991,-2.228,0.101,0.000395,1.37e-06,0.287,0.579,94.885,K-Pop
0.45,0.102,-22.859,0.0377,0.904,0.933,0.0967,0.0797,144.004,Ballet
0.555,0.324,-10.63,0.0282,0.438,0.0,0.264,0.117,129.839,Salsa
0.508,0.296,-10.513,0.0755,0.897,5e-05,0.11,0.134,82.532,Contemporary
0.485,0.517,-11.184,0.0292,0.117,0.753,0.112,0.376,156.043,Hip Hop
0.838,0.496,-9.59,0.0624,0.239,4.83e-06,0.253,0.679,148.132,Hip Hop
0.434,0.832,-9.513,0.0716,0.348,3.2e-05,0.158,0.591,93.674,Contemporary
0.803,0.858,-4.019,0.0538,0.0111,0.096,0.0766,0.862,121.989,Breaking
0.279,0.498,-8.52,0.035,0.217,0.0,0.348,0.492,183.874,Contemporary
0.464,0.284,-14.977,0.0307,0.778,0.0,0.695,0.458,147.137,Salsa
0.759,0.304,-12.332,0.0638,0.828,2.38e-05,0.145,0.857,93.79,Salsa
0.499,0.842,-6.338,0.042,0.0038,0.00441,0.103,0.259,173.932,Breaking
0.471,0.962,-4.284,0.0948,1.95e-06,0.656,0.107,0.314,135.979,Ballet
0.683,0.498,-12.177,0.0387,0.633,0.000849,0.128,0.9,147.837,Hip Hop
0.742,0.796,-3.613,0.117,0.000715,0.00267,0.0956,0.349,100.014,Breaking
0.403,0.237,-10.001,0.0391,0.906,0.0,0.111,0.163,144.174,Contemporary
0.269,0.0155,-26.36,0.032,0.974,0.925,0.11,0.24,65.363,Ballet
0.813,0.762,-6.712,0.0482,0.432,0.000124,0.0918,0.772,120.363,Hip Hop
0.793,0.806,-11.473,0.0522,0.000831,0.374,0.51,0.755,125.011,Breaking
0.372,0.728,-6.094,0.0295,0.0145,4.79e-05,0.131,0.195,159.894,Contemporary
0.453,0.861,-5.908,0.0882,0.311,0.0,0.359,0.668,81.895,Salsa
0.703,0.312,-9.66,0.0464,0.841,0.0,0.108,0.406,140.01,Contemporary
0.496,0.969,-3.085,0.0688,7.49e-05,5.93e-06,0.242,0.199,109.977,Breaking
0.416,0.895,-6.668,0.0406,0.000153,0.798,0.262,0.503,173.912,K-Pop
0.438,0.448,-7.676,0.0666,0.706,0.0,0.159,0.366,118.37,Contemporary
0.618,0.814,-5.937,0.157,0.0403,0.00236,0.263,0.301,160.078,Hip Hop
0.588,0.149,-16.728,0.0319,0.846,9.65e-05,0.236,0.113,124.689,Contemporary
0.875,0.711,-10.999,0.0518,0.489,0.000524,0.0687,0.906,103.398,Salsa
0.581,0.582,-6.574,0.0348,0.728,6.73e-05,0.234,0.818,98.391,K-Pop
0.62,0.586,-10.24,0.04,0.269,0.000585,0.184,0.345,99.99,Contemporary
0.658,0.539,-7.043,0.0433,0.857,1.45e-06,0.0999,0.461,80.088,Hip Hop
0.834,0.651,-4.855,0.0595,0.153,0.0,0.146,0.49,121.978,Breaking
0.907,0.53,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998,Hip Hop
0.56,0.666,-6.523,0.0321,0.448,0.0,0.232,0.686,138.041,Salsa
0.428,0.0373,-24.593,0.0422,0.992,0.915,0.12,0.159,107.43,Ballet
0.654,0.951,-4.062,0.107,0.0308,0.00011,0.427,0.521,130.094,Contemporary
0.425,0.941,-2.326,0.077,3.1e-05,0.0168,0.409,0.282,97.498,K-Pop
0.375,0.165,-21.918,0.0676,0.995,0.901,0.105,0.0581,114.728,Ballet
0.581,0.687,-5.4,0.105,0.229,0.0,0.109,0.187,76.014,Contemporary
0.481,0.0759,-14.2,0.0601,0.956,0.0,0.154,0.234,98.979,Contemporary
0.421,0.865,-6.677,0.16,0.104,3.85e-06,0.728,0.58,145.475,Salsa
0.754,0.637,-8.2,0.0286,0.616,0.00572,0.264,0.237,103.137,Hip Hop
0.746,0.502,-12.378,0.113,0.162,0.00179,0.0965,0.536,156.959,Hip Hop
0.51,0.844,-7.975,0.0563,0.0346,0.936,0.116,0.416,99.928,K-Pop
0.841,0.975,-7.377,0.0795,0.0445,0.739,0.314,0.765,123.883,Hip Hop
0.696,0.854,-5.123,0.0318,0.268,0.0,0.219,0.921,129.97,Hip Hop
0.296,0.944,-3.789,0.111,0.0982,0.0,0.454,0.392,148.077,K-Pop
0.465,0.71,-10.862,0.0821,0.271,0.0509,0.0874,0.749,102.876,Ballet
0.606,0.706,-5.601,0.0288,0.00323,2.18e-05,0.0739,0.687,129.964,Hip Hop
0.348,0.95,-5.049,0.124,9.93e-05,9.68e-06,0.0868,0.377,168.964,Contemporary
0.674,0.501,-10.292,0.0393,0.171,0.0,0.0738,0.891,129.836,Salsa
0.649,0.867,-8.062,0.0453,0.00594,0.77,0.0838,0.16,129.98,Breaking
0.588,0.699,-8.611,0.0429,0.0577,0.0,0.696,0.824,126.876,Salsa
0.862,0.886,-5.423,0.123,0.184,1.33e-06,0.0565,0.896,124.031,Hip Hop
0.646,0.45,-6.628,0.0482,0.573,0.0,0.0768,0.413,90.01,K-Pop
0.918,0.673,-5.084,0.184,0.314,0.0,0.0555,0.828,99.952,Hip Hop
0.307,0.901,-9.168,0.0389,0.000146,0.825,0.0883,0.549,113.229,Hip Hop
0.659,0.816,-4.524,0.0274,0.0889,1.05e-05,0.193,0.874,124.932,Hip Hop
0.776,0.568,-11.792,0.0517,0.0145,0.879,0.0858,0.723,130.048,Breaking
0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,Contemporary
0.601,0.616,-9.987,0.0452,0.108,0.874,0.185,0.639,89.985,Ballet
0.502,0.919,-4.376,0.0469,0.00149,0.000878,0.311,0.681,200.074,K-Pop
0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,Hip Hop
0.361,0.185,-14.602,0.0362,0.988,0.899,0.21,0.401,129.439,Ballet
0.749,0.86,-11.942,0.0422,0.000801,0.778,0.0831,0.721,122.83,Breaking
0.489,0.183,-14.769,0.033,0.907,3.95e-05,0.106,0.486,79.961,Contemporary
0.502,0.49,-9.99,0.068,0.641,5.66e-05,0.76,0.708,153.848,Salsa
0.698,0.795,-4.516,0.0337,0.175,0.000752,0.158,0.356,99.987,K-Pop
0.589,0.625,-7.727,0.115,0.491,0.0,0.0864,0.711,103.509,Salsa
0.598,0.796,-6.596,0.038,0.00488,0.425,0.0938,0.238,138.017,Breaking
0.861,0.629,-8.4,0.0329,0.492,0.0,0.0426,0.962,107.98,Salsa
0.653,0.891,-2.301,0.0339,0.00339,4.23e-06,0.327,0.232,105.007,K-Pop
0.742,0.305,-11.837,0.0346,0.698,5.33e-06,0.12,0.347,125.819,Contemporary
0.532,0.867,-2.027,0.0401,0.195,0.0,0.261,0.728,134.942,K-Pop
0.428,0.34,-10.973,0.0489,0.718,0.0,0.195,0.381,85.368,Salsa
0.651,0.702,-7.833,0.0876,0.0256,4.87e-05,0.129,0.539,124.924,Breaking
0.684,0.498,-9.134,0.0341,0.765,0.0,0.355,0.897,96.021,Ballet
0.73,0.629,-7.507,0.142,0.00976,0.0507,0.358,0.631,91.498,Contemporary
0.162,0.269,-10.583,0.0309,0.837,0.0587,0.0918,0.0435,87.247,Ballet
0.816,0.676,-5.682,0.0708,0.701,0.0139,0.201,0.0845,118.047,Salsa
0.699,0.812,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,Hip Hop
0.778,0.871,-2.304,0.111,0.245,0.0,0.0387,0.962,76.497,Salsa
0.519,0.827,-6.908,0.0451,0.038,0.911,0.177,0.0361,128.059,Breaking
0.584,0.151,-14.161,0.0337,0.912,0.698,0.109,0.286,127.076,Ballet
0.552,0.829,-4.988,0.0845,0.187,5.44e-05,0.283,0.367,150.039,Breaking
0.289,0.0434,-26.34,0.0384,0.98,0.912,0.0877,0.181,68.352,Ballet
0.749,0.862,-3.494,0.136,0.0513,0.0,0.0944,0.824,97.982,K-Pop
0.783,0.689,-8.327,0.0477,0.000492,0.903,0.223,0.516,128.016,Breaking
0.879,0.871,-7.232,0.0903,0.0191,0.389,0.209,0.96,125.082,Breaking
0.547,0.605,-6.755,0.0415,0.42,0.0,0.125,0.364,121.953,K-Pop
0.633,0.913,-2.587,0.045,0.0711,0.0,0.202,0.829,126.982,K-Pop
0.579,0.508,-9.484,0.027,0.00574,0.000494,0.0575,0.609,147.125,Contemporary
0.593,0.676,-7.472,0.026,0.126,0.0803,0.091,0.365,108.041,Contemporary
0.658,0.972,-7.198,0.0766,0.00172,0.886,0.0496,0.434,133.866,Breaking
0.325,0.979,-5.56,0.212,0.000293,0.0,0.0358,0.342,107.112,Breaking
0.647,0.6,-6.078,0.0357,0.711,0.0,0.261,0.969,99.092,Hip Hop
0.843,0.713,-5.487,0.0851,0.0276,0.76,0.0961,0.298,123.983,Salsa
0.43,0.975,-0.323,0.0586,0.000149,0.305,0.373,0.357,174.038,Breaking
0.393,0.418,-7.178,0.0344,0.703,0.0,0.131,0.0662,124.298,Ballet
0.771,0.492,-8.568,0.0532,0.147,0.638,0.1,0.601,85.987,Hip Hop
0.753,0.844,-3.859,0.137,0.361,6.44e-05,0.0693,0.131,89.993,Breaking
0.32,0.855,-10.483,0.0539,1.55e-06,0.898,0.351,0.31,173.315,Breaking
0.633,0.644,-4.579,0.113,0.191,0.000762,0.137,0.48,127.95,Breaking
0.817,0.715,-5.13,0.0484,0.183,0.0,0.214,0.398,100.002,Contemporary
0.468,0.961,-4.082,0.114,0.00364,0.0,0.226,0.31,94.926,K-Pop
0.681,0.59,-7.837,0.0906,0.467,0.79,0.131,0.602,80.952,Ballet
0.64,0.552,-7.338,0.0284,0.416,0.0,0.0787,0.466,92.478,Hip Hop
0.479,0.535,-6.676,0.03,0.49,0.0,0.0923,0.21,82.024,Contemporary
0.772,0.794,-3.22,0.0674,0.104,0.0,0.638,0.674,101.071,K-Pop
0.561,0.822,-5.078,0.0848,0.00469,2.71e-06,0.092,0.431,97.954,K-Pop
0.488,0.99,-2.718,0.0574,0.000144,0.0453,0.389,0.221,139.994,Breaking
0.713,0.905,-3.076,0.0392,0.469,2.74e-06,0.129,0.917,146.969,Salsa
0.647,0.732,-8.449,0.0281,0.00137,0.0573,0.129,0.813,95.949,Hip Hop
0.818,0.968,-5.865,0.0833,0.271,0.0,0.155,0.858,135.726,Salsa
0.192,0.05,-23.002,0.0433,0.96,0.551,0.175,0.144,68.149,Ballet
0.542,0.971,-1.387,0.146,0.00257,0.00311,0.105,0.269,98.036,K-Pop
0.589,0.983,-3.069,0.11,0.00221,0.868,0.417,0.391,132.082,Breaking
0.691,0.862,-3.757,0.0402,0.439,0.0,0.437,0.355,114.958,Salsa
0.83,0.709,-4.804,0.054,0.283,0.0,0.143,0.266,126.019,Breaking
0.373,0.333,-9.876,0.0303,0.59,0.0,0.121,0.0815,110.241,Contemporary
0.538,0.907,-6.877,0.0515,0.0567,9.07e-06,0.178,0.345,134.014,Salsa
0.528,0.347,-11.22,0.0345,0.87,1.78e-05,0.152,0.297,127.757,Salsa
0.823,0.656,-6.141,0.11,0.257,0.0,0.329,0.713,94.038,Salsa
0.476,0.846,-4.076,0.0407,0.343,0.0,0.141,0.483,144.746,K-Pop
0.617,0.99,-2.499,0.0798,0.0291,0.0101,0.126,0.45,173.065,Breaking
0.68,0.764,-8.859,0.0573,0.0664,0.927,0.46,0.956,93.033,Ballet
0.421,0.552,-6.836,0.0365,0.172,4.95e-06,0.276,0.275,93.407,K-Pop
0.183,0.979,-16.719,0.1,0.139,0.0,0.517,0.0199,68.78,Ballet
0.44,0.0942,-11.182,0.0365,0.933,0.0,0.104,0.388,142.388,Contemporary
0.723,0.826,-2.083,0.0392,0.0769,0.00322,0.0449,0.971,155.905,Salsa
0.832,0.717,-5.349,0.0904,0.0214,0.0,0.0336,0.732,102.032,K-Pop
0.717,0.51,-12.64,0.051,0.829,0.125,0.111,0.403,90.99,Hip Hop
0.829,0.665,-8.128,0.0868,0.242,1.75e-05,0.123,0.861,122.043,Contemporary
0.792,0.895,-3.112,0.0589,0.165,0.0,0.0501,0.794,94.968,Contemporary
0.48,0.976,-3.24,0.0552,0.0224,0.0,0.145,0.941,165.812,Hip Hop
0.599,0.485,-9.984,0.0274,0.157,0.397,0.153,0.334,119.983,Hip Hop
0.726,0.919,-13.836,0.045,0.000143,0.709,0.0795,0.332,120.952,Breaking
0.771,0.69,-7.379,0.174,0.0267,5.09e-06,0.0647,0.423,165.951,Hip Hop
0.712,0.439,-11.056,0.0332,0.49,0.000179,0.0873,0.491,120.016,K-Pop
0.506,0.499,-11.747,0.0583,0.545,0.00478,0.0842,0.581,143.417,Salsa
0.698,0.416,-5.71,0.0689,0.663,4.94e-05,0.084,0.95,132.652,Hip Hop
0.199,0.319,-14.43,0.0334,0.00513,0.893,0.144,0.0462,120.772,Ballet
0.834,0.738,-6.904,0.199,0.2,0.0,0.0797,0.656,89.99,Hip Hop
0.636,0.599,-9.378,0.0282,0.00885,0.933,0.14,0.653,101.615,K-Pop
0.552,0.668,-9.111,0.0473,0.421,0.0117,0.159,0.152,95.032,Hip Hop
0.55,0.488,-6.287,0.0311,0.773,0.0,0.118,0.153,118.134,Salsa
0.819,0.601,-6.793,0.0389,0.347,0.798,0.0773,0.482,127.989,Ballet
0.731,0.573,-10.059,0.0544,0.401,5.22e-05,0.113,0.145,109.928,Salsa
0.555,0.377,-9.123,0.0295,0.671,0.0,0.128,0.619,78.986,Hip Hop
0.444,0.961,-3.835,0.112,0.000715,0.00577,0.31,0.667,90.036,K-Pop
0.647,0.864,-5.19,0.0296,0.00536,0.0,0.403,0.767,125.095,K-Pop
0.261,0.244,-13.025,0.0423,0.76,0.0634,0.165,0.0341,119.887,Ballet
0.482,0.178,-11.141,0.0292,0.843,2.46e-06,0.15,0.298,110.128,Contemporary
0.732,0.466,-8.403,0.0383,0.239,0.025,0.149,0.444,125.003,Contemporary
0.65,0.456,-5.742,0.0299,0.659,0.0,0.122,0.475,82.063,K-Pop
0.85,0.591,-4.73,0.0386,0.371,3.99e-06,0.117,0.564,94.018,K-Pop
0.824,0.543,-8.667,0.209,0.101,0.0,0.178,0.548,124.018,Hip Hop
0.566,0.518,-6.892,0.042,0.779,4.5e-06,0.0767,0.923,155.711,Hip Hop
0.509,0.318,-19.109,0.0416,0.418,0.932,0.0947,0.136,159.752,Ballet
0.703,0.941,-0.995,0.0808,0.131,0.0,0.319,0.758,102.969,K-Pop
0.695,0.78,-4.912,0.0514,0.11,0.000143,0.0744,0.604,74.978,Contemporary
0.463,0.747,-10.888,0.0333,0.00967,0.886,0.0952,0.306,148.262,Breaking
0.716,0.29,-12.098,0.0332,0.634,7.3e-05,0.0987,0.281,90.019,Contemporary
0.479,0.369,-9.348,0.0432,0.75,1.38e-06,0.344,0.486,111.782,Salsa
