danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dance_style
0.595,0.416,-7.148,0.11,0.0184,0.143,0.156,0.34,81.776,Ballet
0.333,0.493,-10.047,0.0495,0.802,0.00169,0.104,0.185,102.686,Contemporary
0.692,0.431,-9.158,0.0295,0.336,1.59e-05,0.166,0.416,99.951,K-Pop
0.631,0.755,-10.406,0.0377,0.0432,0.892,0.11,0.066,134.973,Breaking
0.493,0.922,-2.875,0.0554,0.0146,0.000164,0.303,0.556,162.076,K-Pop
0.874,0.908,-3.573,0.0593,0.00839,0.0891,0.343,0.905,125.981,Breaking
0.733,0.848,-6.489,0.0597,0.00112,0.00142,0.0882,0.658,124.066,Breaking
0.655,0.512,-7.429,0.188,0.0506,0.000177,0.318,0.539,160.101,Hip Hop
0.588,0.722,-4.667,0.0289,0.0663,0.0,0.0721,0.243,145.926,Contemporary
0.507,0.883,-4.361,0.0812,0.359,2.08e-06,0.312,0.61,133.147,K-Pop
0.509,0.636,-8.064,0.0729,0.897,3.29e-06,0.437,0.871,119.611,Salsa
0.486,0.898,-6.411,0.0418,0.52,8.35e-05,0.292,0.96,96.103,Salsa
0.584,0.644,-5.672,0.0534,0.0911,0.0788,0.0861,0.159,150.023,Breaking
0.457,0.456,-7.222,0.0267,0.469,0.00158,0.243,0.61,92.051,Salsa
0.724,0.652,-6.869,0.0247,0.46,0.000142,0.101,0.75,106.911,Contemporary
0.666,0.371,-8.471,0.0274,0.502,4.55e-05,0.211,0.468,100.258,K-Pop
0.686,0.4,-9.326,0.0353,0.865,4.91e-05,0.158,0.34,139.946,Contemporary
0.513,0.89,-5.253,0.0728,0.0319,0.00108,0.687,0.73,122.698,Hip Hop
0.677,0.766,-6.896,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,Breaking
0.693,0.548,-10.612,0.0266,0.387,4.4e-06,0.103,0.663,105.187,Contemporary
0.524,0.566,-5.443,0.0364,0.0411,0.0,0.25,0.362,159.914,Contemporary
0.847,0.558,-5.855,0.0663,0.325,0.0,0.135,0.495,98.062,Contemporary
0.48,0.819,-9.471,0.172,0.000569,0.762,0.45,0.061,138.03,Breaking
0.82,0.783,-4.266,0.141,0.0519,0.0,0.111,0.52,91.957,Salsa
0.658,0.607,-3.504,0.0351,0.406,5.57e-06,0.263,0.882,129.935,Hip Hop
0.76,0.668,-6.0,0.0546,0.165,0.0,0.0917,0.913,114.075,K-Pop
0.793,0.462,-8.147,0.132,0.211,0.0,0.558,0.754,160.115,Contemporary
0.547,0.081,-25.035,0.0349,0.982,0.843,0.283,0.261,150.032,Ballet
0.701,0.919,-3.511,0.041,0.224,1.24e-05,0.291,0.644,131.983,K-Pop
0.687,0.614,-6.017,0.0838,0.176,0.874,0.653,0.219,94.99,Ballet
0.233,0.113,-15.57,0.0418,0.994,0.873,0.102,0.0718,71.781,Ballet
0.652,0.546,-6.497,0.0264,0.666,2.28e-06,0.112,0.264,99.03,Contemporary
0.495,0.233,-11.776,0.049,0.989,0.00315,0.137,0.263,120.807,Salsa
0.857,0.381,-12.755,0.192,0.666,0.0191,0.126,0.329,84.997,Ballet
0.708,0.73,-7.08,0.0658,0.125,0.0,0.0855,0.644,125.994,Salsa
0.747,0.928,-6.107,0.0824,0.0297,1.75e-06,0.113,0.87,100.065,Salsa
0.721,0.555,-17.33,0.0508,0.00317,0.539,0.057,0.961,124.004,Breaking
0.338,0.193,-14.908,0.0314,0.775,0.857,0.109,0.066,135.894,Ballet
0.684,0.596,-10.728,0.0368,0.388,5.5e-05,0.0693,0.919,89.537,Salsa
0.683,0.847,-3.756,0.143,0.0251,2.7e-06,0.125,0.342,86.977,Breaking
0.403,0.196,-20.749,0.049,0.993,0.884,0.113,0.548,99.506,Ballet
0.582,0.999,-3.826,0.0778,0.169,0.907,0.359,0.369,151.988,Breaking
0.835,0.675,-6.846,0.0526,0.0144,0.743,0.0775,0.36,127.747,Breaking
0.646,0.852,-1.616,0.0473,0.755,0.000234,0.298,0.806,171.044,Salsa
0.669,0.519,-16.943,0.0513,0.001,0.257,0.276,0.874,133.585,Breaking
0.339,0.873,-5.668,0.211,0.154,0.00127,0.104,0.0711,81.062,Contemporary
0.437,0.811,-4.173,0.0449,0.179,4.23e-06,0.477,0.448,175.855,Salsa
0.767,0.745,-6.144,0.0589,0.45,0.0,0.281,0.448,97.076,Contemporary
0.56,0.724,-6.263,0.0458,0.174,0.00321,0.149,0.279,159.916,Breaking
0.773,0.516,-10.011,0.0613,0.457,0.0,0.278,0.358,138.944,Contemporary
0.408,0.621,-3.924,0.0356,0.749,0.0368,0.354,0.571,130.771,Salsa
0.668,0.941,-5.874,0.104,0.0942,0.0,0.061,0.913,143.616,K-Pop
0.403,0.217,-10.364,0.0309,0.921,9.05e-06,0.0999,0.125,109.857,Ballet
0.561,0.906,-3.109,0.0324,0.00333,0.0458,0.118,0.155,130.038,Breaking
0.791,0.956,-8.952,0.198,0.00226,0.762,0.0932,0.0381,137.996,Breaking
0.498,0.702,-7.934,0.0366,0.354,0.0,0.684,0.291,96.969,K-Pop
0.129,0.327,-13.224,0.0347,0.697,0.0618,0.101,0.068,82.686,Ballet
0.954,0.777,-7.935,0.0422,0.0541,0.786,0.111,0.952,122.32,Hip Hop
0.385,0.729,-7.425,0.0454,0.293,0.0,0.221,0.528,122.289,K-Pop
0.918,0.673,-5.084,0.184,0.314,0.0,0.0555,0.828,99.952,Hip Hop
0.759,0.644,-4.988,0.0379,0.000607,0.0,0.125,0.129,139.956,Contemporary
0.575,0.151,-17.081,0.192,0.259,0.687,0.0985,0.29,125.243,Ballet
0.492,0.959,0.698,0.0535,0.109,0.0,0.0796,0.349,143.966,K-Pop
0.845,0.836,-2.678,0.0847,0.221,0.0,0.0582,0.669,135.036,Salsa
0.771,0.906,-4.122,0.104,0.0425,0.0,0.107,0.919,150.058,Breaking
0.76,0.85,-5.287,0.0408,0.0967,0.00501,0.0479,0.973,75.999,Hip Hop
0.569,0.436,-8.172,0.115,0.896,0.0,0.732,0.426,116.702,Salsa
0.768,0.587,-7.778,0.0515,0.0166,0.00081,0.0669,0.825,144.037,Hip Hop
0.672,0.489,-5.15,0.0285,0.549,0.0,0.16,0.927,98.447,Hip Hop
0.56,0.276,-17.552,0.0404,0.396,0.863,0.105,0.245,83.179,Hip Hop
0.58,0.943,-4.82,0.0419,0.0034,7.51e-05,0.224,0.662,104.025,Contemporary
0.598,0.912,-4.209,0.0493,0.266,0.0,0.316,0.417,139.952,K-Pop
0.494,0.806,-5.345,0.0426,0.0158,0.0,0.411,0.292,148.008,K-Pop
0.646,0.934,-6.955,0.0531,0.129,1.03e-05,0.0443,0.698,142.616,Hip Hop
0.62,0.89,-4.976,0.0434,0.00715,0.44,0.286,0.478,149.964,Breaking
0.604,0.95,-4.186,0.0866,0.0015,0.0,0.315,0.473,137.016,Breaking
0.759,0.8,-6.905,0.0367,0.195,0.00866,0.453,0.301,109.988,Breaking
0.693,0.602,-8.814,0.0634,0.917,0.000144,0.725,0.753,90.475,Salsa
0.623,0.609,-10.486,0.0455,0.163,0.837,0.441,0.211,124.982,Breaking
0.362,0.948,-2.898,0.0459,3.17e-05,6.18e-05,0.348,0.304,155.955,Breaking
0.873,0.658,-8.031,0.108,0.00858,0.0061,0.0999,0.483,104.033,Hip Hop
0.542,0.804,-6.669,0.0677,0.102,0.0,0.459,0.463,97.973,Salsa
0.283,0.211,-11.836,0.0341,0.765,5.26e-05,0.112,0.121,112.785,K-Pop
0.877,0.607,-6.736,0.102,0.00181,1.69e-05,0.107,0.131,100.995,Hip Hop
0.791,0.808,-6.907,0.0334,0.347,0.0214,0.0877,0.745,115.0,K-Pop
0.679,0.556,-4.032,0.0297,0.21,0.0,0.219,0.435,120.004,K-Pop
0.649,0.594,-7.402,0.0275,0.466,2.22e-05,0.093,0.37,77.4,Hip Hop
0.519,0.685,-7.171,0.0955,0.373,0.0,0.0629,0.745,115.929,Salsa
0.504,0.38,-11.826,0.037,0.642,0.857,0.0697,0.0535,123.911,K-Pop
0.699,0.138,-13.479,0.0318,0.864,8.79e-06,0.116,0.287,80.505,Contemporary
0.433,0.863,-6.213,0.0455,0.0397,0.0,0.0763,0.424,85.999,Contemporary
0.76,0.85,-5.287,0.0408,0.0967,0.00501,0.0479,0.973,75.999,Hip Hop
0.689,0.594,-7.645,0.0584,0.0301,0.0,0.102,0.653,137.112,Contemporary
0.648,0.389,-8.275,0.0927,0.807,9.78e-05,0.11,0.378,86.36,Contemporary
0.396,0.0402,-24.137,0.0406,0.995,0.944,0.12,0.0375,102.655,Ballet
0.812,0.559,-10.124,0.093,0.65,0.0368,0.111,0.762,90.794,Salsa
0.62,0.656,-6.821,0.0244,0.00565,0.0,0.118,0.479,108.017,Hip Hop
0.44,0.99,-5.216,0.0747,7.51e-05,0.898,0.118,0.284,144.979,Breaking
0.593,0.455,-8.192,0.0388,0.366,0.0,0.0914,0.564,202.019,Contemporary
0.364,0.254,-11.015,0.0307,0.792,0.0,0.104,0.207,89.821,Salsa
0.348,0.939,-7.81,0.0706,0.0322,0.0,0.237,0.638,158.021,Breaking
0.606,0.613,-6.758,0.0306,0.0182,0.0,0.125,0.258,123.943,Ballet
0.469,0.373,-9.189,0.0311,0.803,0.168,0.133,0.0474,125.017,Ballet
0.855,0.844,-7.351,0.0776,0.0137,0.484,0.145,0.8,130.008,Breaking
0.635,0.79,-4.897,0.0336,0.404,0.0,0.0919,0.577,104.936,K-Pop
0.686,0.861,-3.145,0.119,0.00887,0.0,0.72,0.787,132.016,Salsa
0.588,0.478,-7.271,0.0241,0.795,0.922,0.11,0.314,93.01,Hip Hop
0.677,0.827,-3.344,0.041,0.109,0.0,0.344,0.843,135.123,K-Pop
0.528,0.965,-7.984,0.0465,0.141,0.985,0.0797,0.587,136.065,Breaking
0.657,0.938,-7.021,0.0725,0.125,0.705,0.411,0.338,148.011,Breaking
0.39,0.248,-14.52,0.0411,0.986,0.92,0.104,0.15,94.64,Ballet
0.736,0.487,-11.856,0.0334,0.533,0.0,0.299,0.581,122.05,Breaking
0.481,0.828,-6.444,0.169,0.778,0.0,0.692,0.879,116.385,Salsa
0.379,0.69,-4.79,0.0549,0.0286,0.0,0.335,0.288,173.716,K-Pop
0.419,0.725,-5.901,0.0498,0.0497,9.98e-06,0.342,0.127,74.983,Breaking
0.621,0.23,-14.341,0.0259,0.676,0.0022,0.11,0.229,92.08,Contemporary
0.734,0.971,-5.907,0.04,0.0253,0.845,0.105,0.294,122.009,Breaking
0.687,0.769,-5.604,0.0464,0.105,0.256,0.159,0.413,158.953,Hip Hop
0.809,0.58,-13.202,0.0942,0.192,2.09e-06,0.0672,0.922,101.068,K-Pop
0.808,0.837,-6.583,0.0459,0.238,0.862,0.0578,0.654,92.002,Hip Hop
0.687,0.834,-7.699,0.0823,0.00413,0.893,0.0608,0.055,137.985,Breaking
0.744,0.158,-11.529,0.043,0.231,0.852,0.104,0.112,140.19,K-Pop
0.585,0.274,-9.831,0.0717,0.791,0.0,0.109,0.471,81.37,Contemporary
0.553,0.669,-9.018,0.0282,0.0528,0.0885,0.168,0.277,80.995,Hip Hop
0.554,0.834,-2.339,0.03,0.253,0.0289,0.208,0.739,150.003,K-Pop
0.293,0.642,-12.68,0.0396,0.0721,0.941,0.133,0.363,112.23,Ballet
0.388,0.0378,-16.173,0.045,0.979,0.00021,0.0947,0.205,166.882,K-Pop
0.522,0.256,-11.216,0.0258,0.86,0.000806,0.142,0.13,76.349,Contemporary
0.757,0.745,-3.085,0.038,0.395,0.0,0.308,0.598,119.8,Hip Hop
0.398,0.799,-4.424,0.0484,0.031,6.59e-06,0.19,0.288,154.046,Breaking
0.696,0.694,-5.377,0.0487,0.048,0.229,0.0803,0.874,127.022,Breaking
0.697,0.66,-5.459,0.0352,0.472,0.0,0.243,0.301,93.011,Hip Hop
0.681,0.627,-8.503,0.0287,0.56,8.94e-06,0.316,0.909,144.95,Salsa
0.252,0.27,-19.12,0.0324,0.975,0.917,0.118,0.224,83.947,Ballet
0.391,0.667,-5.683,0.0378,0.691,0.0,0.353,0.59,72.995,Salsa
0.465,0.902,-8.267,0.0435,0.0193,0.232,0.107,0.819,108.863,Salsa
0.551,0.586,-6.706,0.0447,0.686,0.0,0.477,0.16,143.65,Contemporary
0.775,0.828,-3.972,0.139,0.289,0.0,0.434,0.571,79.992,Hip Hop
0.744,0.615,-8.756,0.0394,0.0103,0.00113,0.134,0.444,118.965,Hip Hop
0.655,0.638,-7.4,0.0366,0.00109,0.00388,0.496,0.464,123.988,Breaking
0.642,0.374,-10.606,0.032,0.423,1.54e-06,0.435,0.0979,129.863,Contemporary
0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,Salsa
0.709,0.58,-7.977,0.0392,0.0429,4.92e-05,0.125,0.528,142.389,Salsa
0.613,0.857,-5.272,0.0271,0.0686,7.93e-05,0.256,0.698,147.974,K-Pop
0.62,0.863,-8.327,0.0377,0.00158,0.705,0.113,0.1,121.995,Breaking
0.361,0.445,-9.768,0.0333,0.835,0.893,0.146,0.5,99.998,Contemporary
0.725,0.8,-6.829,0.111,9.12e-05,0.00271,0.0951,0.471,100.609,Breaking
0.395,0.778,-9.806,0.0483,0.00787,0.0,0.662,0.366,76.632,Hip Hop
0.823,0.571,-8.693,0.0808,0.227,0.0268,0.21,0.531,104.075,Hip Hop
0.302,0.293,-9.702,0.0317,0.952,0.0,0.114,0.146,75.007,Salsa
0.823,0.782,-4.546,0.198,0.391,0.0,0.138,0.939,109.892,K-Pop
0.573,0.623,-10.684,0.0283,0.603,0.804,0.175,0.227,99.994,Ballet
0.643,0.369,-10.205,0.101,0.0388,0.83,0.114,0.661,140.04,Hip Hop
0.775,0.43,-7.597,0.0748,0.129,0.00012,0.0269,0.868,135.426,Hip Hop
0.617,0.0806,-24.894,0.0348,0.936,0.946,0.121,0.289,98.165,K-Pop
0.703,0.919,-5.427,0.0552,0.723,0.181,0.045,0.963,163.99,Salsa
0.794,0.633,-7.504,0.0388,0.346,0.0271,0.171,0.952,95.52,Hip Hop
0.695,0.203,-19.413,0.044,0.481,1.53e-06,0.544,0.824,114.801,Salsa
0.548,0.68,-8.675,0.0474,0.0148,0.000949,0.0877,0.851,148.494,Ballet
0.428,0.564,-6.179,0.038,0.153,0.0,0.0532,0.452,202.29,Contemporary
0.654,0.886,-5.074,0.0618,0.0279,6.06e-06,0.0838,0.845,90.269,Hip Hop
0.904,0.465,-8.222,0.0439,0.121,0.0331,0.117,0.688,110.007,Breaking
0.414,0.1,-18.42,0.031,0.972,0.902,0.109,0.106,95.075,Ballet
0.699,0.365,-15.236,0.0341,0.894,0.000498,0.0972,0.398,115.003,Hip Hop
0.394,0.452,-9.923,0.0321,0.276,0.00998,0.193,0.653,169.298,Contemporary
0.487,0.694,-4.049,0.0397,0.131,1.46e-05,0.106,0.287,145.919,Breaking
0.711,0.503,-8.02,0.042,0.458,0.0,0.485,0.668,135.912,Salsa
0.646,0.934,-6.955,0.0531,0.129,1.03e-05,0.0443,0.698,142.616,Hip Hop
0.537,0.864,-5.049,0.0369,0.000318,0.123,0.108,0.727,153.035,K-Pop
0.643,0.874,-3.604,0.0508,0.253,0.00198,0.127,0.118,169.982,Hip Hop
0.807,0.767,-3.643,0.0777,0.0308,0.0,0.285,0.855,110.994,K-Pop
0.859,0.575,-6.845,0.0798,0.0941,0.00018,0.105,0.607,93.007,Contemporary
0.577,0.749,-14.634,0.0727,5.69e-06,0.865,0.128,0.156,151.049,Breaking
0.465,0.938,-2.492,0.0948,0.0226,0.0,0.294,0.533,160.02,K-Pop
0.438,0.975,-2.279,0.0453,0.00129,3.04e-05,0.304,0.13,149.919,Breaking
0.76,0.743,-5.007,0.0432,0.0792,0.000312,0.349,0.57,99.979,Breaking
0.536,0.552,-9.553,0.0266,0.478,0.102,0.139,0.398,171.887,Hip Hop
0.633,0.476,-11.502,0.0265,0.606,0.00147,0.179,0.284,111.964,Contemporary
0.436,0.61,-4.212,0.033,0.01,0.000129,0.349,0.353,179.921,K-Pop
0.588,0.98,-1.89,0.182,0.0539,0.0,0.403,0.525,134.973,K-Pop
0.74,0.642,-5.887,0.11,0.489,2.94e-06,0.0711,0.925,167.975,Hip Hop
0.492,0.48,-15.367,0.0442,0.482,0.73,0.716,0.0834,79.997,Hip Hop
0.863,0.611,-9.613,0.158,0.00347,0.000159,0.0865,0.0518,104.959,K-Pop
0.635,0.771,-4.769,0.0823,0.0398,1.2e-06,0.0316,0.943,200.022,K-Pop
0.656,0.224,-14.32,0.0772,0.884,1.15e-06,0.108,0.636,126.526,Salsa
0.421,0.323,-8.597,0.0293,0.615,0.0,0.115,0.25,131.982,Salsa
0.771,0.619,-10.464,0.0567,0.0385,0.886,0.633,0.39,125.002,Breaking
0.463,0.688,-6.968,0.0584,0.151,0.0,0.121,0.215,144.001,Salsa
0.33,0.423,-10.504,0.0279,0.265,0.731,0.347,0.117,143.086,Hip Hop
0.588,0.163,-13.481,0.0341,0.936,0.0,0.115,0.559,73.303,Contemporary
0.593,0.957,-3.521,0.156,0.0392,0.967,0.134,0.341,179.993,Breaking
0.503,0.141,-26.212,0.0315,0.992,0.946,0.108,0.579,119.781,Ballet
0.759,0.565,-14.21,0.0497,0.0317,0.864,0.161,0.598,121.012,Ballet
0.639,0.823,-6.666,0.1,0.0752,0.0,0.248,0.967,171.066,Salsa
0.595,0.646,-5.495,0.0327,0.11,0.0,0.258,0.563,120.049,Contemporary
0.656,0.798,-6.608,0.103,0.00862,0.0,0.321,0.573,92.031,K-Pop
0.573,0.513,-8.565,0.0464,0.359,2.25e-05,0.171,0.115,89.976,Hip Hop
0.855,0.758,-6.708,0.0637,0.0129,0.768,0.0916,0.774,120.01,Hip Hop
0.747,0.294,-10.272,0.0366,0.956,2.37e-05,0.104,0.412,119.948,Contemporary
0.692,0.698,-8.351,0.0498,0.657,0.0,0.445,0.723,104.074,Salsa
0.76,0.82,-3.521,0.037,0.44,0.0,0.0596,0.712,125.038,Salsa
0.599,0.623,-7.791,0.0241,0.732,0.00317,0.101,0.556,99.822,K-Pop
0.196,0.453,-8.227,0.0416,0.885,0.000794,0.248,0.202,75.155,Ballet
0.612,0.425,-8.706,0.0499,0.36,7.85e-06,0.0776,0.17,135.009,Contemporary
0.725,0.766,-9.51,0.0908,0.0196,0.0,0.0335,0.931,87.984,Salsa
0.511,0.355,-11.725,0.0318,0.847,0.942,0.137,0.118,80.001,K-Pop
0.544,0.649,-5.225,0.0548,0.706,1.9e-06,0.272,0.845,137.746,Hip Hop
0.332,0.148,-12.819,0.0318,0.815,0.0,0.247,0.249,98.448,Hip Hop
0.767,0.903,-5.328,0.0575,0.07,0.0,0.098,0.852,112.06,Salsa
0.281,0.98,-1.343,0.0831,0.0389,0.0,0.294,0.515,161.402,Breaking
0.64,0.434,-10.459,0.033,0.14,0.768,0.126,0.766,130.033,Breaking
0.676,0.547,-11.912,0.0466,0.401,9.64e-05,0.0988,0.79,89.421,Salsa
0.484,0.374,-12.881,0.0301,0.285,9.79e-05,0.102,0.497,149.833,K-Pop
0.283,0.271,-13.97,0.0414,0.936,0.991,0.0908,0.0743,73.21,Ballet
0.573,0.393,-10.713,0.0268,0.789,0.000254,0.602,0.4,80.007,Salsa
0.703,0.375,-13.361,0.0385,0.0502,0.694,0.102,0.676,87.988,Ballet
0.706,0.365,-9.915,0.178,0.975,0.000319,0.365,0.719,129.184,Salsa
0.832,0.522,-7.244,0.05,0.012,0.079,0.377,0.253,150.044,Hip Hop
0.491,0.962,-5.124,0.113,0.00347,0.0,0.0871,0.463,116.935,K-Pop
0.548,0.301,-12.818,0.0332,0.946,0.00202,0.691,0.328,113.289,Hip Hop
0.788,0.894,-2.661,0.198,0.339,0.000253,0.0649,0.588,89.945,Hip Hop
0.526,0.919,-2.157,0.0449,0.0374,0.0956,0.207,0.627,174.126,K-Pop
0.771,0.869,-3.52,0.0336,0.664,0.0,0.147,0.933,139.144,Salsa
0.495,0.951,-1.642,0.0696,0.00195,0.0,0.252,0.748,159.866,K-Pop
0.68,0.74,-11.883,0.0486,0.0716,0.864,0.0854,0.383,110.886,Breaking
0.743,0.655,-5.228,0.0866,0.0391,0.0,0.118,0.164,91.004,Hip Hop
0.513,0.799,-3.117,0.0679,0.36,0.0,0.397,0.299,167.977,K-Pop
0.299,0.686,-7.058,0.0417,0.0132,0.0,0.354,0.366,145.971,Hip Hop
0.759,0.603,-9.085,0.044,0.0668,0.237,0.656,0.544,123.033,Breaking
0.925,0.391,-9.742,0.0609,0.585,8.07e-06,0.0814,0.668,105.05,K-Pop
0.746,0.963,-6.487,0.101,0.000229,0.834,0.329,0.243,129.0,Breaking
0.429,0.71,-10.036,0.173,0.932,0.000146,0.689,0.517,121.804,Salsa
0.612,0.492,-6.956,0.0476,0.435,0.0,0.559,0.5,117.878,Salsa
0.427,0.0419,-26.576,0.0517,0.984,0.864,0.175,0.198,108.137,K-Pop
0.501,0.903,-2.994,0.0484,0.292,0.0,0.117,0.487,136.968,K-Pop
0.678,0.744,-10.404,0.0355,0.757,0.757,0.499,0.186,118.042,Hip Hop
0.425,0.657,-8.143,0.0572,0.00231,0.888,0.286,0.261,118.018,Breaking
0.808,0.446,-21.133,0.0893,0.00121,0.746,0.128,0.0395,120.011,Breaking
0.462,0.903,-6.761,0.033,0.0684,0.0,0.341,0.784,168.034,Contemporary
0.497,0.285,-14.537,0.0264,0.643,1.69e-05,0.389,0.667,154.707,Contemporary
0.127,0.0249,-23.559,0.049,0.983,0.922,0.094,0.0889,50.966,Ballet
0.474,0.622,-6.381,0.061,0.0129,3.82e-06,0.327,0.158,176.062,Breaking
0.81,0.835,-6.356,0.207,0.355,0.00118,0.447,0.715,124.103,Salsa
0.728,0.379,-10.252,0.0524,0.831,0.000482,0.154,0.384,132.024,Contemporary
0.587,0.874,-4.536,0.0367,0.363,4.67e-05,0.226,0.904,156.971,K-Pop
0.451,0.0873,-16.815,0.063,0.907,2.46e-06,0.355,0.456,166.603,Contemporary
0.699,0.935,-8.774,0.0408,0.0453,0.831,0.347,0.811,103.991,Breaking
0.845,0.701,-8.158,0.215,0.0955,0.0,0.0929,0.818,105.935,Hip Hop
0.49,0.284,-8.941,0.0397,0.489,0.0,0.107,0.151,96.327,Contemporary
0.38,0.0723,-21.653,0.0623,0.984,0.914,0.093,0.145,135.068,Ballet
0.412,0.597,-8.936,0.0384,0.956,0.0575,0.684,0.26,98.636,Ballet
0.374,0.103,-19.767,0.0434,0.974,0.908,0.117,0.114,110.01,Ballet
0.774,0.457,-10.928,0.0346,0.021,0.192,0.108,0.389,100.006,Hip Hop
0.452,0.702,-12.676,0.201,0.538,0.0,0.566,0.693,126.746,Salsa
0.642,0.237,-16.142,0.0387,0.724,1.71e-06,0.0574,0.694,137.4,Contemporary
0.416,0.466,-7.215,0.0826,0.979,0.379,0.119,0.447,86.817,Salsa
0.427,0.849,-7.014,0.0484,0.00214,0.0,0.441,0.272,150.028,Ballet
0.195,0.262,-13.359,0.0332,0.904,0.00794,0.106,0.0649,134.493,Ballet
0.44,0.04,-16.887,0.0322,0.981,0.465,0.111,0.249,135.965,Contemporary
0.678,0.823,-3.908,0.134,0.0287,0.0,0.0396,0.784,111.101,K-Pop
0.589,0.672,-5.324,0.0275,0.00727,0.314,0.255,0.246,123.936,K-Pop
0.727,0.564,-9.797,0.0567,0.707,0.0,0.104,0.616,97.008,Contemporary
0.542,0.662,-7.34,0.0341,0.518,0.000892,0.127,0.66,158.1,Salsa
0.179,0.122,-21.868,0.0364,0.935,0.943,0.0683,0.0379,77.452,Ballet
0.495,0.811,-3.1,0.0411,0.534,0.000286,0.136,0.9,173.56,Contemporary
0.353,0.0923,-18.85,0.0688,0.993,0.935,0.14,0.0759,72.789,Ballet
0.481,0.505,-5.746,0.0413,0.786,0.00387,0.194,0.689,126.958,Salsa
0.763,0.875,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013,Contemporary
0.274,0.836,-3.011,0.0419,0.0141,1.72e-05,0.0648,0.214,145.793,Breaking
0.761,0.92,-8.431,0.0324,0.343,1.09e-06,0.0394,0.963,105.008,Salsa
0.504,0.904,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,Ballet
0.764,0.541,-9.738,0.036,0.111,1.92e-05,0.104,0.825,100.479,Hip Hop
0.677,0.83,-6.604,0.0469,0.0438,0.312,0.0766,0.842,82.274,Hip Hop
0.774,0.244,-9.748,0.0299,0.72,0.915,0.379,0.421,103.464,Hip Hop
0.502,0.425,-12.018,0.0413,0.664,0.0,0.364,0.72,180.2,Contemporary
0.451,0.894,-6.333,0.0408,0.00371,0.941,0.213,0.0874,172.015,Breaking
0.0,2.01e-05,-17.502,0.0,0.0,0.124,0.688,0.0,0.0,Ballet
0.554,0.722,-6.005,0.034,0.119,0.0,0.0861,0.558,134.058,Contemporary
0.486,0.388,-5.95,0.0257,0.279,3.6e-06,0.113,0.148,137.968,Ballet
0.0,0.00601,-24.854,0.0,0.921,0.24,0.271,0.0,0.0,Ballet
0.412,0.435,-12.939,0.0776,0.796,0.601,0.103,0.208,80.762,Ballet
0.606,0.817,-5.112,0.0327,0.0279,8.79e-05,0.228,0.645,124.072,Contemporary
0.864,0.719,-5.915,0.201,0.536,0.0,0.0913,0.424,104.036,K-Pop
0.828,0.93,-5.609,0.0719,0.000529,0.663,0.0662,0.678,128.009,Breaking
0.63,0.357,-17.251,0.0409,0.783,0.861,0.19,0.324,150.011,Ballet
0.765,0.625,-3.599,0.0548,0.584,0.00111,0.112,0.262,102.101,Salsa
0.435,0.872,-2.88,0.0531,0.753,0.0,0.144,0.636,146.013,K-Pop
0.506,0.318,-13.272,0.202,0.982,0.758,0.167,0.816,167.693,Salsa
0.502,0.301,-12.496,0.0315,0.835,9.95e-05,0.34,0.261,126.898,Contemporary
0.64,0.867,-7.93,0.0577,0.323,0.614,0.0688,0.414,174.711,Hip Hop
0.652,0.767,-10.445,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,Contemporary
0.793,0.737,-4.731,0.0785,0.0765,0.0,0.0747,0.697,167.969,Salsa
0.647,0.68,-6.358,0.0243,0.000778,0.000151,0.0574,0.218,111.042,K-Pop
0.536,0.163,-10.566,0.0349,0.695,0.000239,0.126,0.233,66.72,K-Pop
0.207,0.0748,-22.754,0.0328,0.904,0.9,0.0571,0.0385,48.232,Ballet
0.326,0.532,-8.066,0.035,0.113,1.49e-05,0.19,0.589,151.498,Salsa
0.703,0.645,-4.899,0.052,0.312,0.0,0.159,0.717,139.972,Salsa
0.735,0.648,-4.523,0.0334,0.0114,0.000213,0.309,0.395,97.985,Contemporary
0.707,0.467,-15.094,0.0488,0.849,0.685,0.0957,0.419,94.417,Hip Hop
0.673,0.663,-10.026,0.0446,0.0648,1.79e-05,0.117,0.678,124.002,Hip Hop
0.713,0.875,-9.155,0.0484,0.0705,0.863,0.163,0.345,129.933,Breaking
0.55,0.448,-7.382,0.0314,0.879,0.0,0.0734,0.49,99.713,Contemporary
0.766,0.817,-4.253,0.035,0.0239,2.49e-06,0.159,0.43,125.033,Breaking
0.425,0.693,-6.216,0.0499,0.739,0.0,0.72,0.6,80.831,Salsa
0.663,0.82,-11.819,0.0459,0.0029,0.818,0.0634,0.793,130.001,Breaking
0.673,0.579,-8.813,0.0408,0.838,0.881,0.089,0.598,106.119,Hip Hop
0.788,0.578,-11.377,0.0566,0.00346,0.905,0.0786,0.282,124.019,Hip Hop
0.624,0.629,-10.556,0.0302,0.168,0.9,0.107,0.0793,111.005,Hip Hop
0.774,0.672,-4.351,0.0621,0.276,1.82e-05,0.111,0.307,107.956,Contemporary
0.406,0.719,-6.194,0.0825,0.581,0.0,0.396,0.584,88.63,Salsa
